participant_id,site,programme,intervention,time_label,time,research_score,prior_score,attendance_rate,self_efficacy_baseline
86,Site_A,Masters,Blended,Baseline,0,48.27942541464533,72.4686572786425,81.1917000120801,3.2433214245706217
86,Site_A,Masters,Blended,Post,1,61.04322429300651,72.4686572786425,81.1917000120801,3.2433214245706217
86,Site_A,Masters,Blended,FollowUp,2,57.34357107746775,72.4686572786425,81.1917000120801,3.2433214245706217
87,Site_B,Masters,Blended,Baseline,0,43.46296556957241,72.38163666218941,81.5604865866772,3.0152685005703543
87,Site_B,Masters,Blended,Post,1,58.950360656441035,72.38163666218941,81.5604865866772,3.0152685005703543
87,Site_B,Masters,Blended,FollowUp,2,62.57890244232169,72.38163666218941,81.5604865866772,3.0152685005703543
88,Site_A,Masters,Blended,Baseline,0,52.29964799015282,81.53392752154993,67.93731259368093,4.172748111176231
88,Site_A,Masters,Blended,Post,1,54.355309169491896,81.53392752154993,67.93731259368093,4.172748111176231
88,Site_A,Masters,Blended,FollowUp,2,50.87216362531955,81.53392752154993,67.93731259368093,4.172748111176231
89,Site_B,Doctoral,Control,Baseline,0,51.62331683075991,71.70923398308692,64.35996673903327,3.444649817553981
89,Site_B,Doctoral,Control,Post,1,61.69925090585653,71.70923398308692,64.35996673903327,3.444649817553981
89,Site_B,Doctoral,Control,FollowUp,2,49.286744173369506,71.70923398308692,64.35996673903327,3.444649817553981
90,Site_C,Masters,Workshop,Baseline,0,56.3313313610249,71.60690616024128,78.51684327344304,3.8972013963208902
90,Site_C,Masters,Workshop,Post,1,68.68322885528299,71.60690616024128,78.51684327344304,3.8972013963208902
90,Site_C,Masters,Workshop,FollowUp,2,68.7379580941395,71.60690616024128,78.51684327344304,3.8972013963208902
91,Site_A,Masters,Workshop,Baseline,0,55.406297282769884,84.4158098173808,70.97638223657812,3.087518518197207
91,Site_A,Masters,Workshop,Post,1,60.80675627260625,84.4158098173808,70.97638223657812,3.087518518197207
91,Site_A,Masters,Workshop,FollowUp,2,68.8403468370181,84.4158098173808,70.97638223657812,3.087518518197207
92,Site_B,Doctoral,Workshop,Baseline,0,42.851369596020916,80.5680389834694,73.92131052968404,3.1230296849304096
92,Site_B,Doctoral,Workshop,Post,1,45.28875452642439,80.5680389834694,73.92131052968404,3.1230296849304096
92,Site_B,Doctoral,Workshop,FollowUp,2,45.10215072060172,80.5680389834694,73.92131052968404,3.1230296849304096
93,Site_B,Doctoral,Control,Baseline,0,57.57350700494546,68.19219726211612,64.42761046550936,3.264983668074879
93,Site_B,Doctoral,Control,Post,1,59.008345178443456,68.19219726211612,64.42761046550936,3.264983668074879
93,Site_B,Doctoral,Control,FollowUp,2,54.749866426416254,68.19219726211612,64.42761046550936,3.264983668074879
94,Site_C,Doctoral,Workshop,Baseline,0,40.04677759955991,79.84764836233744,68.47742124326471,3.7433820092783674
94,Site_C,Doctoral,Workshop,Post,1,47.14784998736563,79.84764836233744,68.47742124326471,3.7433820092783674
94,Site_C,Doctoral,Workshop,FollowUp,2,48.03617964934101,79.84764836233744,68.47742124326471,3.7433820092783674
95,Site_B,Masters,Workshop,Baseline,0,26.156219927669945,78.97721993148072,79.68521423938124,3.291650721009846
95,Site_B,Masters,Workshop,Post,1,37.59467927638387,78.97721993148072,79.68521423938124,3.291650721009846
95,Site_B,Masters,Workshop,FollowUp,2,33.229284133977295,78.97721993148072,79.68521423938124,3.291650721009846
96,Site_B,Masters,Blended,Baseline,0,34.099963019044765,70.9566130956886,78.80996612043461,3.2734197245736927
96,Site_B,Masters,Blended,Post,1,50.191688034129236,70.9566130956886,78.80996612043461,3.2734197245736927
96,Site_B,Masters,Blended,FollowUp,2,50.82248924188238,70.9566130956886,78.80996612043461,3.2734197245736927
97,Site_C,Doctoral,Blended,Baseline,0,33.208233571758434,73.4522007344943,100.0,3.54831800750261
97,Site_C,Doctoral,Blended,Post,1,40.34073648406836,73.4522007344943,100.0,3.54831800750261
97,Site_C,Doctoral,Blended,FollowUp,2,43.0800368887533,73.4522007344943,100.0,3.54831800750261
98,Site_A,Masters,Workshop,Baseline,0,32.067226740083065,70.18781389735051,71.60577921006363,3.3637591281614028
98,Site_A,Masters,Workshop,Post,1,50.309775765673976,70.18781389735051,71.60577921006363,3.3637591281614028
98,Site_A,Masters,Workshop,FollowUp,2,51.97117373736838,70.18781389735051,71.60577921006363,3.3637591281614028
99,Site_C,Masters,Control,Baseline,0,59.04866314296379,78.74656077731896,76.69281156684183,2.5748327537408615
99,Site_C,Masters,Control,Post,1,62.79503264354867,78.74656077731896,76.69281156684183,2.5748327537408615
99,Site_C,Masters,Control,FollowUp,2,64.92039378336142,78.74656077731896,76.69281156684183,2.5748327537408615
100,Site_A,Doctoral,Workshop,Baseline,0,37.66620019063957,73.40822072985418,79.75214671289008,2.9957968236914967
100,Site_A,Doctoral,Workshop,Post,1,47.39832607544034,73.40822072985418,79.75214671289008,2.9957968236914967
100,Site_A,Doctoral,Workshop,FollowUp,2,39.60811503315606,73.40822072985418,79.75214671289008,2.9957968236914967
101,Site_C,Doctoral,Workshop,Baseline,0,43.383105587574455,74.3212460944469,82.43913053589999,2.5152202452544548
101,Site_C,Doctoral,Workshop,Post,1,46.92102802483685,74.3212460944469,82.43913053589999,2.5152202452544548
101,Site_C,Doctoral,Workshop,FollowUp,2,62.397107131585955,74.3212460944469,82.43913053589999,2.5152202452544548
102,Site_B,Masters,Blended,Baseline,0,50.931098450940226,69.47415934485652,100.0,3.1946301368331147
102,Site_B,Masters,Blended,Post,1,62.104035113272374,69.47415934485652,100.0,3.1946301368331147
102,Site_B,Masters,Blended,FollowUp,2,63.84068241634023,69.47415934485652,100.0,3.1946301368331147
103,Site_B,Masters,Workshop,Baseline,0,36.09444799600519,60.08600360728707,62.01527721285124,2.585898281178693
103,Site_B,Masters,Workshop,Post,1,47.81521805198873,60.08600360728707,62.01527721285124,2.585898281178693
103,Site_B,Masters,Workshop,FollowUp,2,38.091185861781014,60.08600360728707,62.01527721285124,2.585898281178693
104,Site_B,Masters,Control,Baseline,0,55.11671622950793,68.1326180964728,82.36015161988851,3.5595541349024717
104,Site_B,Masters,Control,Post,1,51.759184898550515,68.1326180964728,82.36015161988851,3.5595541349024717
104,Site_B,Masters,Control,FollowUp,2,47.64134604313577,68.1326180964728,82.36015161988851,3.5595541349024717
105,Site_C,Masters,Blended,Baseline,0,45.75002765293055,70.68725902898335,83.43551695905852,3.545743028249744
105,Site_C,Masters,Blended,Post,1,50.004233186058144,70.68725902898335,83.43551695905852,3.545743028249744
105,Site_C,Masters,Blended,FollowUp,2,54.940671940395525,70.68725902898335,83.43551695905852,3.545743028249744
106,Site_C,Doctoral,Workshop,Baseline,0,60.946603615925824,75.63819199401345,78.19779810360914,3.38589057641309
106,Site_C,Doctoral,Workshop,Post,1,63.99588560663291,75.63819199401345,78.19779810360914,3.38589057641309
106,Site_C,Doctoral,Workshop,FollowUp,2,70.03216440650911,75.63819199401345,78.19779810360914,3.38589057641309
107,Site_A,Masters,Workshop,Baseline,0,44.494074738479135,75.34655819156899,82.04708332996549,3.209319815511869
107,Site_A,Masters,Workshop,Post,1,,75.34655819156899,82.04708332996549,3.209319815511869
107,Site_A,Masters,Workshop,FollowUp,2,56.44386102893278,75.34655819156899,82.04708332996549,3.209319815511869
108,Site_C,Masters,Workshop,Baseline,0,36.61316422867294,50.52331231026895,75.49673201115559,2.06017684487226
108,Site_C,Masters,Workshop,Post,1,40.33199108665587,50.52331231026895,75.49673201115559,2.06017684487226
108,Site_C,Masters,Workshop,FollowUp,2,44.632009925347326,50.52331231026895,75.49673201115559,2.06017684487226
109,Site_B,Masters,Blended,Baseline,0,43.952611553001745,80.52984952768716,77.72260502331228,3.1155772017657726
109,Site_B,Masters,Blended,Post,1,54.43357984019495,80.52984952768716,77.72260502331228,3.1155772017657726
109,Site_B,Masters,Blended,FollowUp,2,56.190491175905315,80.52984952768716,77.72260502331228,3.1155772017657726
110,Site_A,Doctoral,Blended,Baseline,0,51.53259046659214,70.71547652520181,87.79528256860146,2.5174650619498076
110,Site_A,Doctoral,Blended,Post,1,49.041650646681404,70.71547652520181,87.79528256860146,2.5174650619498076
110,Site_A,Doctoral,Blended,FollowUp,2,67.70952392749328,70.71547652520181,87.79528256860146,2.5174650619498076
111,Site_C,Doctoral,Blended,Baseline,0,73.45770498075326,84.60469530902493,87.88938898575289,3.9953490664449807
111,Site_C,Doctoral,Blended,Post,1,79.34018145632457,84.60469530902493,87.88938898575289,3.9953490664449807
111,Site_C,Doctoral,Blended,FollowUp,2,90.47256989746938,84.60469530902493,87.88938898575289,3.9953490664449807
112,Site_B,Masters,Workshop,Baseline,0,32.757129421076094,63.69668718409179,70.48341367886334,2.542303083036931
112,Site_B,Masters,Workshop,Post,1,40.147411481657514,63.69668718409179,70.48341367886334,2.542303083036931
112,Site_B,Masters,Workshop,FollowUp,2,44.71411478548791,63.69668718409179,70.48341367886334,2.542303083036931
113,Site_A,Doctoral,Blended,Baseline,0,33.02550183425688,63.12097528282345,86.29065959650896,2.482860148488876
113,Site_A,Doctoral,Blended,Post,1,39.67122373262718,63.12097528282345,86.29065959650896,2.482860148488876
113,Site_A,Doctoral,Blended,FollowUp,2,46.8763442718793,63.12097528282345,86.29065959650896,2.482860148488876
114,Site_A,Masters,Blended,Baseline,0,64.51017072768941,74.47663779253412,81.78438726915714,3.1027619586458544
114,Site_A,Masters,Blended,Post,1,62.69743912696259,74.47663779253412,81.78438726915714,3.1027619586458544
114,Site_A,Masters,Blended,FollowUp,2,64.70487980374682,74.47663779253412,81.78438726915714,3.1027619586458544
115,Site_A,Doctoral,Workshop,Baseline,0,41.361558298162485,61.5458759261446,92.57923122888849,2.8994573902357628
115,Site_A,Doctoral,Workshop,Post,1,48.40961147259232,61.5458759261446,92.57923122888849,2.8994573902357628
115,Site_A,Doctoral,Workshop,FollowUp,2,43.97052010785227,61.5458759261446,92.57923122888849,2.8994573902357628
116,Site_B,Masters,Blended,Baseline,0,45.33423557877367,79.23376000920585,79.87386201691565,3.5646225705928614
116,Site_B,Masters,Blended,Post,1,54.16054334630073,79.23376000920585,79.87386201691565,3.5646225705928614
116,Site_B,Masters,Blended,FollowUp,2,54.49313373980799,79.23376000920585,79.87386201691565,3.5646225705928614
117,Site_A,Masters,Blended,Baseline,0,46.634408966481026,74.34695502937443,74.14152999518492,3.3492928727281344
117,Site_A,Masters,Blended,Post,1,59.53596743014703,74.34695502937443,74.14152999518492,3.3492928727281344
117,Site_A,Masters,Blended,FollowUp,2,60.65626705570637,74.34695502937443,74.14152999518492,3.3492928727281344
118,Site_C,Masters,Control,Baseline,0,26.697813082625355,78.65715442396107,78.16522645121374,3.75086335793933
118,Site_C,Masters,Control,Post,1,40.2949759098367,78.65715442396107,78.16522645121374,3.75086335793933
118,Site_C,Masters,Control,FollowUp,2,42.066199993247274,78.65715442396107,78.16522645121374,3.75086335793933
119,Site_A,Masters,Blended,Baseline,0,40.203446475330125,65.92503311105536,85.31629328355658,3.2027176229787826
119,Site_A,Masters,Blended,Post,1,45.983744652183695,65.92503311105536,85.31629328355658,3.2027176229787826
119,Site_A,Masters,Blended,FollowUp,2,46.31530140527452,65.92503311105536,85.31629328355658,3.2027176229787826
120,Site_B,Masters,Control,Baseline,0,48.069777008815805,79.89335721123281,94.4274509992645,3.153925523482208
120,Site_B,Masters,Control,Post,1,37.358070061515434,79.89335721123281,94.4274509992645,3.153925523482208
120,Site_B,Masters,Control,FollowUp,2,44.093226258313955,79.89335721123281,94.4274509992645,3.153925523482208
121,Site_B,Doctoral,Workshop,Baseline,0,40.86786473757974,76.62113686680037,76.44837377533888,3.297974219809169
121,Site_B,Doctoral,Workshop,Post,1,47.90701367075928,76.62113686680037,76.44837377533888,3.297974219809169
121,Site_B,Doctoral,Workshop,FollowUp,2,,76.62113686680037,76.44837377533888,3.297974219809169
122,Site_B,Masters,Workshop,Baseline,0,49.997231585705,84.7353051866769,92.14444256465453,3.346211220995137
122,Site_B,Masters,Workshop,Post,1,63.650009864656056,84.7353051866769,92.14444256465453,3.346211220995137
122,Site_B,Masters,Workshop,FollowUp,2,65.55334927006825,84.7353051866769,92.14444256465453,3.346211220995137
123,Site_B,Masters,Blended,Baseline,0,24.382994501257883,67.8940921886884,89.00637660998649,3.2957832865312406
123,Site_B,Masters,Blended,Post,1,39.57335258398701,67.8940921886884,89.00637660998649,3.2957832865312406
123,Site_B,Masters,Blended,FollowUp,2,38.34633427157465,67.8940921886884,89.00637660998649,3.2957832865312406
124,Site_A,Masters,Workshop,Baseline,0,54.34003287796838,71.77186809473491,67.7559883017932,3.602091896667683
124,Site_A,Masters,Workshop,Post,1,63.87087343123006,71.77186809473491,67.7559883017932,3.602091896667683
124,Site_A,Masters,Workshop,FollowUp,2,67.8671286405588,71.77186809473491,67.7559883017932,3.602091896667683
125,Site_C,Doctoral,Blended,Baseline,0,57.12369698941387,84.02087838988874,80.78881054429988,3.6052525144981398
125,Site_C,Doctoral,Blended,Post,1,55.20577898572559,84.02087838988874,80.78881054429988,3.6052525144981398
125,Site_C,Doctoral,Blended,FollowUp,2,55.88692854103146,84.02087838988874,80.78881054429988,3.6052525144981398
126,Site_A,Masters,Workshop,Baseline,0,41.79317120431941,67.17854718663745,79.2828322551763,2.8846666201654028
126,Site_A,Masters,Workshop,Post,1,43.566092218844595,67.17854718663745,79.2828322551763,2.8846666201654028
126,Site_A,Masters,Workshop,FollowUp,2,51.93263823066322,67.17854718663745,79.2828322551763,2.8846666201654028
127,Site_B,Doctoral,Workshop,Baseline,0,44.00303818889053,64.97130598630727,67.54052086979142,3.0797796972576448
127,Site_B,Doctoral,Workshop,Post,1,45.773786442114634,64.97130598630727,67.54052086979142,3.0797796972576448
127,Site_B,Doctoral,Workshop,FollowUp,2,47.57083846769137,64.97130598630727,67.54052086979142,3.0797796972576448
128,Site_C,Doctoral,Workshop,Baseline,0,37.00243965241904,75.4798036423383,76.00640315174643,3.60757813158974
128,Site_C,Doctoral,Workshop,Post,1,40.869765473798914,75.4798036423383,76.00640315174643,3.60757813158974
128,Site_C,Doctoral,Workshop,FollowUp,2,45.47661809563012,75.4798036423383,76.00640315174643,3.60757813158974
129,Site_A,Masters,Workshop,Baseline,0,60.97779791865207,93.93348026182332,82.04112964262083,4.53559905344174
129,Site_A,Masters,Workshop,Post,1,63.2975367959425,93.93348026182332,82.04112964262083,4.53559905344174
129,Site_A,Masters,Workshop,FollowUp,2,59.51698430335311,93.93348026182332,82.04112964262083,4.53559905344174
130,Site_B,Doctoral,Control,Baseline,0,57.56744766395521,77.6936097872895,73.89013518546199,3.6262276052223203
130,Site_B,Doctoral,Control,Post,1,63.553909409672244,77.6936097872895,73.89013518546199,3.6262276052223203
130,Site_B,Doctoral,Control,FollowUp,2,55.776716853392095,77.6936097872895,73.89013518546199,3.6262276052223203
131,Site_A,Masters,Control,Baseline,0,58.56305061790913,81.90745949793646,80.99886242867183,3.0490668717068425
131,Site_A,Masters,Control,Post,1,69.59063177190221,81.90745949793646,80.99886242867183,3.0490668717068425
131,Site_A,Masters,Control,FollowUp,2,76.08351398848362,81.90745949793646,80.99886242867183,3.0490668717068425
132,Site_A,Doctoral,Blended,Baseline,0,44.846446737408485,64.67252132585013,96.23021766063383,2.7850859897312747
132,Site_A,Doctoral,Blended,Post,1,60.24570508896456,64.67252132585013,96.23021766063383,2.7850859897312747
132,Site_A,Doctoral,Blended,FollowUp,2,45.40398841459991,64.67252132585013,96.23021766063383,2.7850859897312747
133,Site_C,Masters,Control,Baseline,0,47.521600024277205,85.79788332450912,70.45626815961278,2.514821437178948
133,Site_C,Masters,Control,Post,1,51.438860144963876,85.79788332450912,70.45626815961278,2.514821437178948
133,Site_C,Masters,Control,FollowUp,2,46.110809276285245,85.79788332450912,70.45626815961278,2.514821437178948
134,Site_B,Doctoral,Control,Baseline,0,51.250709131347264,85.4574417552584,76.54321701188826,3.7834997414555414
134,Site_B,Doctoral,Control,Post,1,44.71375278693387,85.4574417552584,76.54321701188826,3.7834997414555414
134,Site_B,Doctoral,Control,FollowUp,2,51.40746502123102,85.4574417552584,76.54321701188826,3.7834997414555414
135,Site_A,Masters,Control,Baseline,0,34.24705631681915,82.9669252595112,87.14208268270194,4.0953881198971915
135,Site_A,Masters,Control,Post,1,28.671765542186826,82.9669252595112,87.14208268270194,4.0953881198971915
135,Site_A,Masters,Control,FollowUp,2,,82.9669252595112,87.14208268270194,4.0953881198971915
136,Site_A,Masters,Control,Baseline,0,67.82883921222032,67.86444407675921,74.35257819621755,3.4652172181191507
136,Site_A,Masters,Control,Post,1,69.43898642917864,67.86444407675921,74.35257819621755,3.4652172181191507
136,Site_A,Masters,Control,FollowUp,2,62.39187373865748,67.86444407675921,74.35257819621755,3.4652172181191507
137,Site_A,Masters,Control,Baseline,0,42.24843851495862,76.25274157514632,67.53384321182486,3.129247568860988
137,Site_A,Masters,Control,Post,1,45.83304480357774,76.25274157514632,67.53384321182486,3.129247568860988
137,Site_A,Masters,Control,FollowUp,2,51.54275275536975,76.25274157514632,67.53384321182486,3.129247568860988
138,Site_B,Doctoral,Blended,Baseline,0,34.23922123636719,75.75695140605868,93.70221553968672,2.689259240186983
138,Site_B,Doctoral,Blended,Post,1,39.41494242820206,75.75695140605868,93.70221553968672,2.689259240186983
138,Site_B,Doctoral,Blended,FollowUp,2,45.09037722636212,75.75695140605868,93.70221553968672,2.689259240186983
139,Site_B,Masters,Blended,Baseline,0,51.082014698655996,70.48064721089062,83.68811638234375,2.9777919067548955
139,Site_B,Masters,Blended,Post,1,50.69752510267006,70.48064721089062,83.68811638234375,2.9777919067548955
139,Site_B,Masters,Blended,FollowUp,2,61.03253096616839,70.48064721089062,83.68811638234375,2.9777919067548955
140,Site_B,Masters,Blended,Baseline,0,42.03257838992583,92.03909182468922,82.72097691324161,2.710414391683699
140,Site_B,Masters,Blended,Post,1,55.938868184204,92.03909182468922,82.72097691324161,2.710414391683699
140,Site_B,Masters,Blended,FollowUp,2,52.88803553238847,92.03909182468922,82.72097691324161,2.710414391683699
141,Site_C,Masters,Control,Baseline,0,36.14993565220677,63.974389217391156,75.84706825339046,4.235846132278321
141,Site_C,Masters,Control,Post,1,31.313554574687803,63.974389217391156,75.84706825339046,4.235846132278321
141,Site_C,Masters,Control,FollowUp,2,34.35413211655222,63.974389217391156,75.84706825339046,4.235846132278321
142,Site_B,Masters,Control,Baseline,0,45.43987208760121,68.24971904541808,71.79370963113267,2.5767430977316397
142,Site_B,Masters,Control,Post,1,47.57006394579089,68.24971904541808,71.79370963113267,2.5767430977316397
142,Site_B,Masters,Control,FollowUp,2,,68.24971904541808,71.79370963113267,2.5767430977316397
143,Site_C,Masters,Workshop,Baseline,0,48.689631564501774,79.45680152972633,81.10047889488953,2.994661331262104
143,Site_C,Masters,Workshop,Post,1,51.760130225865865,79.45680152972633,81.10047889488953,2.994661331262104
143,Site_C,Masters,Workshop,FollowUp,2,63.47842122431233,79.45680152972633,81.10047889488953,2.994661331262104
144,Site_A,Masters,Blended,Baseline,0,50.18015754432894,90.08087537234806,91.78255981617703,2.211681956311953
144,Site_A,Masters,Blended,Post,1,64.26831060358481,90.08087537234806,91.78255981617703,2.211681956311953
144,Site_A,Masters,Blended,FollowUp,2,70.35195466647836,90.08087537234806,91.78255981617703,2.211681956311953
145,Site_B,Doctoral,Control,Baseline,0,35.543924960201466,65.11823703425665,73.13612938578073,2.175981907003622
145,Site_B,Doctoral,Control,Post,1,46.488914641010496,65.11823703425665,73.13612938578073,2.175981907003622
145,Site_B,Doctoral,Control,FollowUp,2,29.218569767089328,65.11823703425665,73.13612938578073,2.175981907003622
146,Site_B,Masters,Control,Baseline,0,46.53811441647459,71.90899530148731,97.27085287675972,3.029282260952483
146,Site_B,Masters,Control,Post,1,38.6830877262197,71.90899530148731,97.27085287675972,3.029282260952483
146,Site_B,Masters,Control,FollowUp,2,51.18076724681104,71.90899530148731,97.27085287675972,3.029282260952483
147,Site_A,Masters,Control,Baseline,0,48.31014735263814,73.41496882030343,73.49601112749485,3.783747857987321
147,Site_A,Masters,Control,Post,1,44.945362387138594,73.41496882030343,73.49601112749485,3.783747857987321
147,Site_A,Masters,Control,FollowUp,2,49.11138983370443,73.41496882030343,73.49601112749485,3.783747857987321
148,Site_C,Masters,Workshop,Baseline,0,41.597016218586894,77.78296591436848,74.11545679191663,1.9830985640462928
148,Site_C,Masters,Workshop,Post,1,56.37528616749713,77.78296591436848,74.11545679191663,1.9830985640462928
148,Site_C,Masters,Workshop,FollowUp,2,60.29616879486126,77.78296591436848,74.11545679191663,1.9830985640462928
149,Site_B,Doctoral,Blended,Baseline,0,65.80326453522072,84.61624721670806,84.46037444424991,1.588426097795617
149,Site_B,Doctoral,Blended,Post,1,61.48286673987963,84.61624721670806,84.46037444424991,1.588426097795617
149,Site_B,Doctoral,Blended,FollowUp,2,72.20704774058346,84.61624721670806,84.46037444424991,1.588426097795617
150,Site_C,Masters,Blended,Baseline,0,49.13312603771013,83.22156815247402,84.1941227355455,3.3396617443921137
150,Site_C,Masters,Blended,Post,1,59.19646404937196,83.22156815247402,84.1941227355455,3.3396617443921137
150,Site_C,Masters,Blended,FollowUp,2,59.757429239650136,83.22156815247402,84.1941227355455,3.3396617443921137
151,Site_B,Masters,Workshop,Baseline,0,41.171681144109066,62.23278311465819,100.0,4.5325981707510055
151,Site_B,Masters,Workshop,Post,1,44.733689140748886,62.23278311465819,100.0,4.5325981707510055
151,Site_B,Masters,Workshop,FollowUp,2,41.63918424368058,62.23278311465819,100.0,4.5325981707510055
152,Site_A,Masters,Control,Baseline,0,46.77588648971561,77.74868176973307,84.88110096567117,3.251919342381592
152,Site_A,Masters,Control,Post,1,56.081436068313884,77.74868176973307,84.88110096567117,3.251919342381592
152,Site_A,Masters,Control,FollowUp,2,50.48964584132968,77.74868176973307,84.88110096567117,3.251919342381592
153,Site_A,Masters,Blended,Baseline,0,45.83589744879859,71.02081293746744,77.46495288122486,4.110923446118704
153,Site_A,Masters,Blended,Post,1,50.33832974918098,71.02081293746744,77.46495288122486,4.110923446118704
153,Site_A,Masters,Blended,FollowUp,2,47.75989571334662,71.02081293746744,77.46495288122486,4.110923446118704
154,Site_C,Masters,Control,Baseline,0,49.259802218206964,79.66882788769593,76.18676467900121,2.7710481186517013
154,Site_C,Masters,Control,Post,1,45.710326882461366,79.66882788769593,76.18676467900121,2.7710481186517013
154,Site_C,Masters,Control,FollowUp,2,55.19607241154493,79.66882788769593,76.18676467900121,2.7710481186517013
155,Site_B,Masters,Blended,Baseline,0,47.79118878055826,75.7800516416497,76.95045409197334,3.503412013327549
155,Site_B,Masters,Blended,Post,1,50.90864705498259,75.7800516416497,76.95045409197334,3.503412013327549
155,Site_B,Masters,Blended,FollowUp,2,52.8343262461892,75.7800516416497,76.95045409197334,3.503412013327549
156,Site_A,Masters,Workshop,Baseline,0,41.030100177595735,55.65890423351431,72.62354124126138,3.042922321851547
156,Site_A,Masters,Workshop,Post,1,36.213261005288686,55.65890423351431,72.62354124126138,3.042922321851547
156,Site_A,Masters,Workshop,FollowUp,2,38.996965635583095,55.65890423351431,72.62354124126138,3.042922321851547
157,Site_A,Masters,Control,Baseline,0,58.81528342912008,83.1507247806001,79.71229975314726,3.092970667492172
157,Site_A,Masters,Control,Post,1,55.16889450952227,83.1507247806001,79.71229975314726,3.092970667492172
157,Site_A,Masters,Control,FollowUp,2,57.621599223611064,83.1507247806001,79.71229975314726,3.092970667492172
158,Site_B,Masters,Control,Baseline,0,58.79327291699234,77.44135474972957,72.79926724476341,3.3461239929366546
158,Site_B,Masters,Control,Post,1,58.21751418663205,77.44135474972957,72.79926724476341,3.3461239929366546
158,Site_B,Masters,Control,FollowUp,2,55.903921470110575,77.44135474972957,72.79926724476341,3.3461239929366546
159,Site_A,Doctoral,Workshop,Baseline,0,39.89832510725711,62.14178651619915,76.3232507506518,4.135439675297216
159,Site_A,Doctoral,Workshop,Post,1,44.404713449301106,62.14178651619915,76.3232507506518,4.135439675297216
159,Site_A,Doctoral,Workshop,FollowUp,2,46.49431237382356,62.14178651619915,76.3232507506518,4.135439675297216
160,Site_C,Masters,Workshop,Baseline,0,48.656192600400566,75.65392148377254,90.5612694707615,3.502097175064773
160,Site_C,Masters,Workshop,Post,1,55.16454818591134,75.65392148377254,90.5612694707615,3.502097175064773
160,Site_C,Masters,Workshop,FollowUp,2,63.45769375133509,75.65392148377254,90.5612694707615,3.502097175064773
161,Site_B,Masters,Workshop,Baseline,0,51.48447901920211,67.5683392918743,90.41048675499094,2.503230121206439
161,Site_B,Masters,Workshop,Post,1,50.518913087751116,67.5683392918743,90.41048675499094,2.503230121206439
161,Site_B,Masters,Workshop,FollowUp,2,45.52705671500082,67.5683392918743,90.41048675499094,2.503230121206439
162,Site_B,Masters,Blended,Baseline,0,50.007903128471604,67.29766413355186,79.0302089392908,4.177372665835408
162,Site_B,Masters,Blended,Post,1,52.63694775233463,67.29766413355186,79.0302089392908,4.177372665835408
162,Site_B,Masters,Blended,FollowUp,2,,67.29766413355186,79.0302089392908,4.177372665835408
163,Site_A,Masters,Workshop,Baseline,0,42.5377849358802,64.67787758040647,78.43976479016561,3.3310746249490797
163,Site_A,Masters,Workshop,Post,1,49.16012707623219,64.67787758040647,78.43976479016561,3.3310746249490797
163,Site_A,Masters,Workshop,FollowUp,2,48.143686580974695,64.67787758040647,78.43976479016561,3.3310746249490797
164,Site_A,Masters,Control,Baseline,0,45.595469146938115,66.69332735432226,67.18274873065127,3.2478792574298394
164,Site_A,Masters,Control,Post,1,48.41244412082798,66.69332735432226,67.18274873065127,3.2478792574298394
164,Site_A,Masters,Control,FollowUp,2,50.34349193361224,66.69332735432226,67.18274873065127,3.2478792574298394
165,Site_C,Doctoral,Workshop,Baseline,0,36.25392566901576,75.73326029540935,78.45552397110764,2.246890299159526
165,Site_C,Doctoral,Workshop,Post,1,57.18182825766702,75.73326029540935,78.45552397110764,2.246890299159526
165,Site_C,Doctoral,Workshop,FollowUp,2,55.647239165731044,75.73326029540935,78.45552397110764,2.246890299159526
166,Site_C,Masters,Blended,Baseline,0,36.62142027007345,68.45164256775661,91.08249150659236,2.7234092697071706
166,Site_C,Masters,Blended,Post,1,52.84531977418846,68.45164256775661,91.08249150659236,2.7234092697071706
166,Site_C,Masters,Blended,FollowUp,2,49.60564621982602,68.45164256775661,91.08249150659236,2.7234092697071706
167,Site_B,Doctoral,Workshop,Baseline,0,47.76743060456229,78.20988650481844,76.63081271573877,4.038572221617517
167,Site_B,Doctoral,Workshop,Post,1,60.74602048203485,78.20988650481844,76.63081271573877,4.038572221617517
167,Site_B,Doctoral,Workshop,FollowUp,2,61.0232822109639,78.20988650481844,76.63081271573877,4.038572221617517
168,Site_A,Doctoral,Workshop,Baseline,0,59.827560123997245,63.200002330187544,98.46753482164044,2.953554074155126
168,Site_A,Doctoral,Workshop,Post,1,60.47526881203485,63.200002330187544,98.46753482164044,2.953554074155126
168,Site_A,Doctoral,Workshop,FollowUp,2,64.75970462135344,63.200002330187544,98.46753482164044,2.953554074155126
169,Site_C,Doctoral,Blended,Baseline,0,34.195717990932884,62.90215303136589,92.15742022511213,3.536317117580164
169,Site_C,Doctoral,Blended,Post,1,41.07238476996869,62.90215303136589,92.15742022511213,3.536317117580164
169,Site_C,Doctoral,Blended,FollowUp,2,46.30371504984837,62.90215303136589,92.15742022511213,3.536317117580164
170,Site_A,Masters,Workshop,Baseline,0,39.48199296079438,63.83983292724728,60.628606714259554,2.896903054954674
170,Site_A,Masters,Workshop,Post,1,48.51013665179143,63.83983292724728,60.628606714259554,2.896903054954674
170,Site_A,Masters,Workshop,FollowUp,2,56.595782439141956,63.83983292724728,60.628606714259554,2.896903054954674
