student_id,completed,prior_score,study_hours,self_efficacy,instructional_format,employment_status,predicted_probability,deviance_residual,pearson_residual,standardised_residual,leverage,cooks_distance
B167,0,73.3,8.7,41.8,Face-to-face,Not employed,0.7532093592308686,-1.6728508062581453,-1.7470024382687752,-1.7580973363728534,0.012581657860938506,0.00492303049080885
B168,1,60.9,10.9,47.1,Online,Not employed,0.6862389714172987,0.8677895563810362,0.6761792058869724,0.6831795238647885,0.02038835400021865,0.001214249467255792
B169,0,61.5,6.1,34.4,Hybrid,Part-time,0.6518144687950214,-1.4525975393256658,-1.3682222172347196,-1.3800505990044722,0.01706849210448212,0.004134013893235319
B170,1,71.3,8.5,49.3,Hybrid,Part-time,0.8302311990598145,0.6100017440894526,0.4521988107470913,0.4547349531510462,0.011123271324167436,0.00029074821834472735
B171,0,55.9,4.5,42.8,Face-to-face,Part-time,0.44054745324680983,-1.0777723029418227,-0.8873903873064012,-0.8949415836538206,0.01680408942996144,0.0017110957394544804
B172,1,69.2,10.4,55.0,Online,Part-time,0.724507365891483,0.8028242029375197,0.616642698030543,0.6250562952331614,0.02673989998168209,0.0013417732803416335
B173,0,68.4,5.3,45.5,Online,Full-time,0.39120549740522725,-0.9962675367378907,-0.8016173594105521,-0.8098994443016386,0.020347558890510688,0.001702991593202326
B174,1,64.8,8.6,47.0,Face-to-face,Not employed,0.7202223615297133,0.8101793371765962,0.6232656601989831,0.6268876694820701,0.011522146313251467,0.0005726060210274912
B175,1,64.9,9.5,39.4,Hybrid,Part-time,0.818456714199563,0.6329846252010471,0.4709689087499724,0.4741678278946409,0.01344725806189834,0.00038307835362689846
B176,0,65.5,2.7,45.3,Online,Full-time,0.2546209683264024,-0.766632144686998,-0.5844649837835438,-0.5903555686097199,0.019856496408273947,0.0008825723088057927
B177,0,57.6,3.3,40.9,Face-to-face,Part-time,0.3830382800888192,-0.9828003859225828,-0.7879378807640766,-0.7948469864471995,0.017309186653660796,0.0013910311072273492
B178,1,73.1,8.5,44.8,Face-to-face,Part-time,0.7468207917008515,0.764107357176746,0.5822450681523887,0.5857669534428623,0.011988719124464507,0.000520439953163709
B179,0,71.0,5.3,50.0,Online,Not employed,0.4710954417802115,-1.1286693782021409,-0.9437691915711458,-0.9542288170142157,0.021802526832170772,0.002536853345828646
B180,1,72.2,9.8,45.2,Hybrid,Part-time,0.8621877409639614,0.5445773316817438,0.3998001973190694,0.40190583678087305,0.010450824066388927,0.0002132415325107822
B181,1,71.4,4.6,43.2,Face-to-face,Part-time,0.5460170876253637,1.1000954574124853,0.9118357936508604,0.9191237112595382,0.015795531840073873,0.0016947548055690422
B182,0,72.4,3.3,33.9,Online,Part-time,0.3217761856529396,-0.881224075771327,-0.688795707711395,-0.6991501690255529,0.02940079723391215,0.0018508453136295757
B183,1,83.7,4.3,34.8,Hybrid,Full-time,0.655223222917012,0.9195426070159751,0.7253946730509045,0.7385389868041777,0.03527869089001069,0.0024932593430615846
B184,0,70.5,6.3,48.3,Online,Not employed,0.5155996485192209,-1.20402951932515,-1.0317015464393517,-1.0407275306458503,0.017270311059639616,0.0023793053585046964
B185,1,74.2,8.7,36.7,Hybrid,Not employed,0.826860302684678,0.6166352549147469,0.45759603839806223,0.4610777630508156,0.015045526814801558,0.000405928561855187
B186,0,68.1,4.0,43.8,Online,Full-time,0.3208448210287136,-0.879665433078264,-0.6873263730523599,-0.6940321990704318,0.019230893787481315,0.001180597731228453
B187,0,49.7,3.5,40.0,Online,Part-time,0.23084735435876208,-0.7245216770967111,-0.5478430818004455,-0.5531118226232077,0.018960530437938328,0.000739094377561923
B188,0,54.6,7.2,49.9,Online,Not employed,0.46718221059034354,-1.1221192198529575,-0.9363835820891752,-0.9479585856066876,0.02427181034156664,0.002794229408667577
B189,1,76.1,11.3,42.9,Face-to-face,Part-time,0.849550323891516,0.5710483345562984,0.4208245557830511,0.4240315064976765,0.01506880304841586,0.0003438579975272077
B190,0,57.9,5.8,32.1,Hybrid,Part-time,0.6083529613497114,-1.3692291673873367,-1.2463223686622464,-1.2596167046146651,0.02099714919993959,0.004253664313797768
B191,1,71.5,6.2,50.0,Hybrid,Full-time,0.7183366464290616,0.8134088183992169,0.6261828393093627,0.6315150841133087,0.01681585549985325,0.0008526318867400068
B192,0,92.0,9.5,54.4,Face-to-face,Part-time,0.870577721809538,-2.0222140076802555,-2.593577646858603,-2.616681034960837,0.017580587582708848,0.015316094495593556
B193,0,72.5,5.6,49.7,Face-to-face,Part-time,0.6253118338265751,-1.4011860374823877,-1.2918537057868285,-1.3032336045442436,0.01738784789651191,0.0037568015512277294
B194,1,56.2,5.3,35.9,Hybrid,Part-time,0.5842845474483352,1.036693952943477,0.8435015473922469,0.8508487833494349,0.01719580196265204,0.0015833255111952567
B195,1,62.0,7.2,40.7,Face-to-face,Not employed,0.6205147816051491,0.9769399700431441,0.7820263132926213,0.7866098787798511,0.011620020094871102,0.00090930953405858
B196,0,68.8,7.8,45.7,Hybrid,Part-time,0.7902169896906361,-1.7673039165417912,-1.9408323607372098,-1.9511228453366867,0.010520452798065256,0.00505949127791618
B197,0,35.0,1.0,34.1,Hybrid,Not employed,0.24635225458380963,-0.752103983878465,-0.571734064223451,-0.5832488476523732,0.039095210346164075,0.0017300592937968273
B198,1,65.3,6.0,42.8,Face-to-face,Full-time,0.5367944885913634,1.1154729584638625,0.9289296711495822,0.9363604722212817,0.015808690114906848,0.0017604046917982928
B199,1,89.1,8.2,50.2,Face-to-face,Not employed,0.8212341904885566,0.6276096874893974,0.4665613069808604,0.47102125798110145,0.018847710135434244,0.0005327374177289839
B200,0,71.2,5.4,55.0,Hybrid,Not employed,0.7358133807119032,-1.6316246714995233,-1.668892764974069,-1.6886891816100689,0.023308469861768117,0.008506791685636332
B201,1,61.0,5.6,47.5,Hybrid,Part-time,0.6638993192106932,0.9051240453076952,0.7115142205027852,0.7176076503294282,0.016910519890948283,0.0011072560038826315
B202,0,74.3,12.0,42.3,Face-to-face,Not employed,0.8644087486219058,-1.9990549884472264,-2.5248974423862194,-2.5425973956277526,0.013874273086197474,0.011369546909255093
B203,0,68.4,5.4,42.8,Online,Not employed,0.43630172989540156,-1.0707344700924664,-0.8797719607450837,-0.8873259381927471,0.016953912621933027,0.0016973540009696565
B204,1,73.3,10.0,47.8,Face-to-face,Not employed,0.8134559839071802,0.6425939010701576,0.47887661770137196,0.4815585307735374,0.011107455471913745,0.0003255919454943473
B205,0,58.5,1.2,46.1,Hybrid,Full-time,0.3739124361249005,-0.9677448416492658,-0.7728005388152449,-0.7839044303849959,0.028129064316049994,0.0022232225686334866
B206,0,51.0,2.7,30.0,Face-to-face,Full-time,0.25117392922029286,-0.760589952179806,-0.5791576558810201,-0.5857132955708715,0.022259875254229743,0.0009762914052543648
B207,1,70.7,9.1,51.2,Hybrid,Not employed,0.8520826034290502,0.5658123442818925,0.4166474977055476,0.4187548366827503,0.010039461345562512,0.00022229117123388284
B208,1,76.8,10.8,52.2,Face-to-face,Not employed,0.857072748802745,0.5553962121512127,0.4083651548713922,0.41086705556573583,0.012141558805717299,0.00025935366225693477
B209,1,67.9,9.5,49.1,Online,Not employed,0.6658459889957764,0.9018834547076713,0.7084128744338551,0.714059277630206,0.015752414364236085,0.0010200496581541786
B210,1,83.1,8.4,53.4,Face-to-face,Not employed,0.8109351071460362,0.6474059683346868,0.4828501773596975,0.4868339976099752,0.01629927340051015,0.0004908819506990693
B211,1,76.4,10.7,52.7,Online,Not employed,0.7704495096061855,0.7221927107878874,0.5458420896828775,0.5506854005945236,0.01751276609987574,0.0006756860770468164
B212,1,70.7,5.6,40.7,Face-to-face,Part-time,0.5859037550692626,1.0340210282099784,0.8406931435204552,0.8465047260029295,0.013683640323217816,0.0012426653840309518
B213,0,70.6,12.2,50.1,Online,Not employed,0.7938233309323304,-1.7770885520437067,-1.9621950236631827,-1.9806997596916178,0.018597766232338,0.009293109471761738
B214,0,69.3,6.0,38.2,Face-to-face,Not employed,0.596153545620978,-1.34664066230131,-1.2149850342571196,-1.2251180738718648,0.016473733072099556,0.0031424759930365493
B215,1,58.4,8.0,48.1,Face-to-face,Not employed,0.6610912602713295,0.9097949051405232,0.7159961323821211,0.7217434086391821,0.015862682706252,0.0010495342193038524
B216,1,68.2,4.1,47.3,Hybrid,Full-time,0.5909226151182884,1.0257389619541886,0.8320270194767682,0.8396781631459309,0.018140962597315888,0.0016283468447982176
B217,1,84.4,5.6,51.3,Face-to-face,Part-time,0.698049705883996,0.847897360400444,0.6576950212506617,0.6657591417720702,0.02407862244686542,0.0013669766490223814
B218,1,74.8,8.7,48.8,Online,Not employed,0.6662813773265411,0.90115837585475,0.7077198614682095,0.7133647217641725,0.015763399040858897,0.001018787547282378
B219,1,59.9,3.2,45.8,Hybrid,Part-time,0.5294152578250096,1.127813963938962,0.9428024320434661,0.9539075668985089,0.02314793119240323,0.0026952929967264225
B220,1,61.1,4.4,40.9,Hybrid,Part-time,0.5841588534749674,1.0369014647176544,0.8437198138629052,0.8502501327665651,0.015301946334157563,0.00140425838198876
B221,0,60.1,5.4,45.0,Hybrid,Part-time,0.6415106049541457,-1.4323799781078024,-1.3377155138217918,-1.3481501663935418,0.01542004865690053,0.0035581258775890605
B222,1,60.4,3.3,40.5,Hybrid,Not employed,0.5269229632483184,1.131990212785026,0.9475286952903891,0.9578278574982912,0.02138962783671299,0.0025065614415163665
B223,0,60.4,6.6,46.8,Online,Part-time,0.4556324836956219,-1.1028423992454557,-0.9148739010870398,-0.9235714249117715,0.01874586007116715,0.002036924147971108
B224,0,64.5,6.4,45.6,Online,Part-time,0.46716985049983534,-1.1220985468818927,-0.9363603346163509,-0.9440441211474997,0.01621220095544676,0.0018358413323918414
B225,1,68.7,5.6,39.1,Hybrid,Part-time,0.6828312821784549,0.8735072690663375,0.6815354785976598,0.6862163321250352,0.01359597162486447,0.0008113113014072893
B226,0,50.1,4.7,32.1,Hybrid,Part-time,0.5014679759722257,-1.1799046155225534,-1.002940274532986,-1.0154617264269383,0.024509544441807987,0.0032385405994585985
B227,1,68.6,11.1,45.5,Face-to-face,Not employed,0.8258729005717956,0.6185699486729829,0.4591732451968832,0.461999007043854,0.012195351445761272,0.0003293937481312546
B228,0,51.1,8.2,50.3,Online,Not employed,0.49941392516024335,-1.1764146525026964,-0.9988285364834008,-1.014112042781151,0.029914522507652884,0.003964185467928178
B229,1,75.9,7.1,51.1,Face-to-face,Full-time,0.682094948513537,0.8747415734199909,0.6826943330104522,0.6896011655504556,0.019931068946199396,0.0012088709915752164
B230,1,88.2,10.7,39.1,Hybrid,Not employed,0.9153403840066716,0.42061687675178494,0.304121297983789,0.3064050742486904,0.014851354921555215,0.00017691564173671562
B231,0,56.0,6.0,36.1,Face-to-face,Not employed,0.505282710787911,-1.1863969086918942,-1.0106218300641268,-1.0188815477638684,0.016147585342109274,0.002129781449151631
B232,0,63.2,4.8,39.7,Face-to-face,Part-time,0.49275754546157113,-1.1651319029355645,-0.9856184939321975,-0.9922568198745865,0.013335499806170124,0.0016634049623599496
B233,1,51.8,7.3,33.0,Face-to-face,Not employed,0.5374489361295142,1.1143801201054229,0.9277078645791547,0.9380498489181914,0.021928417229145174,0.0024660307836010457
B234,1,63.9,2.4,38.5,Hybrid,Part-time,0.4882358284275215,1.1974612602373742,1.0238117647335574,1.0355591165448557,0.022559254841062082,0.00309381340661054
B235,1,74.8,7.4,48.7,Online,Part-time,0.5954820010424691,1.0182181648283823,0.8242037868282827,0.8319202858654794,0.018465018512660882,0.0016274865457488268
B236,1,70.7,8.5,36.3,Hybrid,Full-time,0.773032783091266,0.7175427807251342,0.5418544072841953,0.5478343995781341,0.021712234272112746,0.0008326193600841425
B237,1,51.7,7.0,53.2,Online,Not employed,0.44898518694275064,1.2655160078030805,1.1078108916828378,1.1276807335006156,0.03492972253762765,0.005753319993203078
B238,1,74.5,3.7,40.5,Face-to-face,Not employed,0.5155194104810902,1.1511562209678137,0.969428269236733,0.982731304279598,0.026890350876171906,0.0033359096838592155
B239,0,59.3,4.6,42.7,Online,Not employed,0.34045140073474456,-0.9123591600492225,-0.718462593237637,-0.7245447754744988,0.016718508061221906,0.0011157326078029353
B240,1,69.3,8.4,49.4,Online,Not employed,0.6211609307028442,0.9758740522751685,0.7809537497263981,0.7870406858855432,0.015408093194982405,0.0012117053219586908
B241,0,56.2,7.3,36.9,Face-to-face,Full-time,0.5284428227801121,-1.2261442962577276,-1.0585998356396316,-1.0720703065128836,0.024971950328210285,0.0036795262069684
B242,0,75.5,1.0,34.7,Hybrid,Full-time,0.4320247082300909,-1.0636515986094748,-0.8721467587703067,-0.8881489530928699,0.03571030459350627,0.003651469338077774
B243,0,65.1,5.0,46.1,Face-to-face,Part-time,0.5366833792965363,-1.2404391259551932,-1.0762672688228978,-1.0845282289683567,0.015176180103431247,0.0022656648236350483
B244,1,65.6,6.3,50.0,Online,Full-time,0.44004170108426105,1.2813163398390053,1.1280566896114907,1.1430596635172283,0.026078279712878072,0.004373233838141412
B245,0,67.6,6.4,36.3,Online,Part-time,0.4563352016140098,-1.1040130447420278,-0.9161706583783206,-0.9256824823141735,0.02044535762297916,0.002235631126642892
B246,0,70.0,4.2,39.3,Hybrid,Part-time,0.6233798064524891,-1.397510675106387,-1.2865437631415315,-1.2978358422198117,0.017325695934242435,0.0037121936982696157
B247,1,76.8,8.4,43.4,Hybrid,Part-time,0.8359969587047978,0.5985487512592002,0.44291827732679806,0.4453882876886473,0.011060736910975335,0.00027733331332620813
B248,1,69.8,3.6,39.6,Hybrid,Part-time,0.5925930360501195,1.0229832798538314,0.8291554360832154,0.8372505853538882,0.01924397428465156,0.0017193120836604165
B249,0,65.9,5.7,45.4,Face-to-face,Not employed,0.5826287294115701,-1.3219524319398424,-1.1815025742586331,-1.1898558850188938,0.013991591604314058,0.0025112227702181215
B250,0,65.8,4.3,38.3,Online,Not employed,0.3504506870423068,-0.9289526589244328,-0.7345263735838129,-0.7419707446752474,0.019965815528419865,0.00140193993203417
B251,1,66.9,10.3,44.3,Hybrid,Not employed,0.8604009969781203,0.5483734545933039,0.4028011537759929,0.4047398407007213,0.00955697272944369,0.0001975844551463656
B252,0,57.5,8.9,41.7,Online,Not employed,0.5491485555666625,-1.2622340395038594,-1.103641925159004,-1.1134889316145693,0.017608555889724733,0.0027779280334703184
B253,1,74.7,8.1,50.3,Face-to-face,Part-time,0.7521375687766965,0.7547662347511487,0.5740592399568599,0.5780945561857551,0.013912022445312595,0.0005893623360167688
B254,0,79.4,6.1,34.8,Online,Not employed,0.5172713808314102,-1.2068973844617277,-1.0351605239988606,-1.0554249067134498,0.038031777263523726,0.005504914593876342
B255,1,82.9,8.4,44.2,Face-to-face,Not employed,0.7907287805566504,0.6852740353106038,0.5144474031758355,0.5187022230836749,0.016338349683888618,0.0005586099646373781
B256,0,60.8,6.2,47.1,Online,Not employed,0.44443679497984784,-1.08422589524567,-0.8944133362578834,-0.9020000311819252,0.016751194971933323,0.0017326286218887492
B257,1,78.1,9.5,47.2,Hybrid,Part-time,0.875126732946968,0.5165008527752983,0.37774546732079534,0.3796898174598153,0.010215558318142998,0.00018598991599111983
B258,0,71.1,5.8,42.8,Hybrid,Full-time,0.6781750050708665,-1.5058202915308552,-1.4516469438367305,-1.4622710774759042,0.014478216753918253,0.003926581710103615
B259,1,68.3,2.9,39.7,Face-to-face,Not employed,0.43094451433185244,1.2975175792371991,1.149123295019488,1.1639941045387805,0.025388130665751334,0.004411747040912942
B260,1,66.7,5.5,41.2,Hybrid,Full-time,0.6335642827336925,0.9553991961677226,0.7605075963961401,0.7662288144547514,0.014877693390794287,0.0011083385111038651
B261,1,59.5,7.2,46.5,Face-to-face,Part-time,0.617388552421847,0.9820964399454509,0.7872264791878361,0.79352659829759,0.015815751013424695,0.001264871476240743
B262,1,75.7,9.2,41.3,Hybrid,Part-time,0.8511391217318345,0.5677670005808414,0.41820576186181313,0.4206883370047579,0.011767618980913299,0.00026342711458988586
B263,0,68.5,7.0,35.9,Online,Part-time,0.4926805936882193,-1.1650017004516846,-0.985466783254776,-0.9965590221644188,0.02213718879920043,0.0028103512459725184
B264,0,56.0,6.5,42.5,Online,Not employed,0.41511095044474255,-1.0356960061887872,-0.8424523571780775,-0.84917113575113,0.01576171931210783,0.0014434568209973151
B265,1,50.6,8.7,40.5,Hybrid,Not employed,0.7329177565177968,0.7883169217948617,0.6036634564175776,0.6091952236475245,0.018078446928752233,0.0008540972392289931
B266,0,80.4,2.5,44.5,Face-to-face,Full-time,0.45252061156652484,-1.0976615732519608,-0.9091494827275108,-0.9221849478785128,0.02807101620698523,0.0030702212491945198
B267,1,64.6,7.8,42.4,Hybrid,Not employed,0.7686999304898341,0.725333844588358,0.5485414633296439,0.5512484896569132,0.00979732246122759,0.0003758271443732142
B268,1,74.4,8.6,44.2,Online,Not employed,0.6454275427099115,0.9357802358079422,0.7411886349083336,0.7472572745641534,0.016176482951756853,0.0011476705063511445
B269,0,67.5,9.4,50.8,Face-to-face,Not employed,0.7748161197211132,-1.7267530019416195,-1.854943451262876,-1.867222456439876,0.013108916156791451,0.005788948648764514
B270,1,64.2,9.4,31.7,Face-to-face,Part-time,0.7053098863555953,0.8356051910221701,0.646387273865196,0.6550202820002977,0.026185807970066137,0.0014421465240522318
B271,0,77.5,8.9,49.4,Online,Not employed,0.6923597003068093,-1.535463471806008,-1.5001831312737055,-1.5129337615812326,0.01678447669801203,0.004884374110206867
B272,0,67.6,3.5,35.9,Hybrid,Part-time,0.5617066132757904,-1.284419526587643,-1.132067466235658,-1.1444685273686963,0.021553889958657847,0.0036066705333236
B273,1,55.0,5.0,45.0,Online,Not employed,0.3417292266023281,1.4654259384821828,1.3879097439582955,1.4010870101786972,0.018721606622615385,0.004681565517636622
B274,0,57.6,7.3,43.6,Face-to-face,Full-time,0.559303992030337,-1.2801562135617484,-1.126560192839191,-1.1396330746673047,0.022810677819429824,0.003789654178740703
B275,0,73.4,5.5,49.1,Hybrid,Full-time,0.6949921169605038,-1.5410500684128294,-1.5095044834960376,-1.522218891809835,0.01663533348705091,0.004899831441067814
B276,0,77.6,10.2,42.4,Hybrid,Not employed,0.8855572921529098,-2.082153188101895,-2.781725484183582,-2.7962153842474753,0.010337084219191809,0.010208501861730652
B277,0,63.5,5.9,36.0,Hybrid,Not employed,0.6643271740911063,-1.4775779680398062,-1.4068018033707421,-1.418251549355706,0.01608110814785851,0.004109350825376437
B278,0,66.9,7.8,38.5,Hybrid,Not employed,0.7699996316673269,-1.7144528973487836,-1.8297046548984939,-1.8406952893679351,0.011906177478208102,0.005103263377501796
B279,1,57.5,6.9,42.2,Face-to-face,Not employed,0.5823202745274401,1.0399371930408325,0.8469167881365989,0.8524745700465245,0.012996668484736212,0.0011961518070428136
B280,0,74.3,5.2,39.4,Online,Full-time,0.40295283470053617,-1.0156369084062244,-0.8215287893562024,-0.8318638339405064,0.024693568983622106,0.0021900663644916422
B281,1,57.9,6.9,38.2,Face-to-face,Not employed,0.5719118537157962,1.0571380244534934,0.8651711961702836,0.8711844444226075,0.01375712209044649,0.0013233476452751453
B282,0,72.3,4.0,39.5,Face-to-face,Full-time,0.46410063610075386,-1.1169681190245544,-0.9306030274687953,-0.9393766246581792,0.01859238372369386,0.002089657746181453
B283,1,88.6,10.6,48.6,Online,Not employed,0.8096423610276229,0.649865614437436,0.48488477010933323,0.49017528273655214,0.02146971618928377,0.0006589688136412064
B284,1,75.6,8.2,55.0,Online,Not employed,0.6653343819806371,0.9027353262799429,0.7092274974259906,0.7170523889685825,0.021706075552999506,0.0014260138417406666
B285,1,56.5,5.7,35.7,Face-to-face,Not employed,0.4911536624366904,1.1924749406417405,1.0178519970843776,1.0264156863562612,0.0166169802168826,0.002225286698742308
B286,1,57.9,7.7,45.4,Online,Part-time,0.4935821813844066,1.1883315247394644,1.012919081692337,1.0233538014982873,0.02028921084289027,0.002710996094422588
B287,0,65.9,3.4,45.2,Face-to-face,Part-time,0.4536495054708659,-1.0995404292839825,-0.911222742940394,-0.9201311706625462,0.019269651268529964,0.002079379412765508
B288,0,66.8,7.0,35.0,Face-to-face,Part-time,0.6155373405932534,-1.382684786514436,-1.2653192611089343,-1.2763591981970286,0.017224292096983236,0.0035689692550468326
B289,0,78.4,10.1,42.8,Online,Part-time,0.7265427985014435,-1.6103478840493104,-1.6299936731824962,-1.6485506979318645,0.022386427736036114,0.007779151032009613
B290,0,56.7,5.1,45.0,Hybrid,Full-time,0.5637373669337573,-1.2880301608011742,-1.1367485351381543,-1.1491346333798365,0.021441083215621624,0.0036166924914586363
B291,0,62.9,8.7,44.6,Online,Full-time,0.532639024061913,-1.233412625321668,-1.0675550216954741,-1.0839782118182675,0.030072149622387422,0.004553823170422915
B292,0,50.3,6.1,43.2,Online,Part-time,0.35643094042625234,-0.938856686634623,-0.744200778348419,-0.7527292406533723,0.022531736197697057,0.0016325991995060551
B293,0,72.4,12.0,53.0,Face-to-face,Not employed,0.8749262679407782,-2.0390448053453913,-2.6448599074458023,-2.662354533966876,0.013099042020386514,0.011760011702420598
B294,1,66.2,8.7,43.1,Hybrid,Part-time,0.8049275415888373,0.6587913418729888,0.4922883800497422,0.4950467916950523,0.011112996695196968,0.00034426036878624415
B295,0,86.7,8.7,44.2,Hybrid,Part-time,0.8761921998498595,-2.0440278445545434,-2.6602698217126752,-2.6784586971592588,0.013535483645486922,0.012304734035409107
B296,0,84.9,6.9,47.6,Hybrid,Not employed,0.8316614774115014,-1.8877384943850828,-2.222703518875846,-2.2401752508461255,0.01553771169007582,0.009900610542214656
B297,0,61.5,8.5,49.1,Face-to-face,Not employed,0.7042227008312313,-1.5608641680183155,-1.5430236792909873,-1.5543953135364137,0.014578065034101303,0.0044679739005009985
B298,1,54.1,3.1,35.1,Online,Full-time,0.19536415646974323,1.8071469187065552,2.0294448045438993,2.04821425375669,0.018243647442450234,0.009744705802318978
B299,0,64.8,5.0,40.2,Face-to-face,Full-time,0.47173335582492903,-1.129738124382923,-0.9449780009834429,-0.9523443330245913,0.015410062718313971,0.0017743816197198425
B300,1,78.0,12.0,37.1,Online,Part-time,0.7853448796044108,0.6951723823690378,0.5228058253573146,0.5314554253120227,0.03228572746003286,0.0011778965037512483
B301,0,72.0,7.0,45.9,Hybrid,Part-time,0.7755744067117588,-1.7287053304426434,-1.8589835368273178,-1.8691872556573366,0.010888013733975955,0.004807494884933304
B302,1,61.1,8.4,44.3,Hybrid,Part-time,0.7753241291041506,0.7134060638386949,0.5383151058771094,0.5418472675626751,0.01299498686714427,0.0004831926002006237
B303,1,74.6,6.8,41.1,Hybrid,Part-time,0.7686093422902502,0.7254963073384791,0.5486812012763782,0.5521718350586708,0.012603324868335318,0.00048646543161821567
B304,0,72.1,3.8,41.0,Face-to-face,Part-time,0.5006663570516298,-1.1785421362992992,-1.0013336033514193,-1.0110293955366134,0.01908807163671495,0.002486392110521653
B305,1,66.0,6.8,51.1,Face-to-face,Part-time,0.6503018300562846,0.9277054165397898,0.7333126750383648,0.7399923090652185,0.01797177258562848,0.001252654688152742
B306,0,74.0,9.2,39.3,Hybrid,Not employed,0.8454720449441979,-1.9325528505783716,-2.3390855041790375,-2.3532742796447486,0.012022398627250092,0.008423627125313835
B307,1,67.3,9.1,40.4,Hybrid,Not employed,0.8207090339256523,0.6286280884931421,0.4673955752667623,0.46986082427134535,0.010466000089055712,0.0002918760757852143
B308,0,70.5,1.0,47.1,Face-to-face,Full-time,0.3252416213896761,-0.8870181619403988,-0.6942708253656377,-0.7038313676399591,0.02698262557153732,0.0017171603857411774
B309,1,68.2,7.2,40.6,Hybrid,Full-time,0.7192766587176136,0.811799498191155,0.6247284421026726,0.6297917134436923,0.01601455815867714,0.0008069194522866879
B310,0,60.6,7.0,42.4,Online,Full-time,0.42064997165467816,-1.044842997404865,-0.8520987254892294,-0.862701988424193,0.024430456860769688,0.002329726642574721
B311,1,89.4,13.1,53.5,Hybrid,Not employed,0.9574695670607164,0.29482653266301884,0.21075962266783724,0.21158226049438486,0.007760939929790546,4.3768989602164874e-05
B312,1,63.5,5.6,53.3,Online,Not employed,0.45013543715824145,1.2634925959718466,1.1052391587282089,1.1202611245822727,0.02663887584611436,0.004293292134144984
B313,0,78.2,5.0,39.9,Online,Part-time,0.46135135168151986,-1.1123774350754139,-0.9254716328636411,-0.9378874425050134,0.02630087251383422,0.0029700026065841373
B314,1,75.0,3.9,49.6,Hybrid,Not employed,0.6748155893152061,0.8869225743550702,0.6941803327172331,0.7030921093434706,0.025189580684935337,0.0015967437928073674
B315,1,71.4,8.3,38.4,Face-to-face,Full-time,0.6762065440129115,0.8845978873204601,0.6919812850666988,0.699928298905683,0.02257916559509677,0.001414631796392237
B316,1,59.6,6.7,38.8,Online,Part-time,0.4297519970747701,1.2996514822584286,1.1519216339448477,1.1618890608997035,0.017083685197541137,0.002932947945428875
B317,1,76.5,8.1,46.6,Hybrid,Not employed,0.8355207847832683,0.5994998818958192,0.4436871833261113,0.44591432914129575,0.009964174117941127,0.0002501515897048932
B318,0,63.0,4.0,42.7,Face-to-face,Not employed,0.4652438671693266,-1.1188784227889341,-0.9327439515603678,-0.9413638375125006,0.01822976472834335,0.0020568197658974003
B319,1,67.5,7.5,37.5,Hybrid,Not employed,0.7588555328159581,0.7428914571445134,0.5637143604814543,0.5674515990505556,0.013128632789219418,0.0005354594824203968
B320,1,53.9,7.0,45.9,Face-to-face,Not employed,0.5769812923887401,1.0487568213869904,0.8562467201970929,0.8640365313508815,0.017949926759719455,0.0017057024414713028
B321,1,77.4,5.2,44.7,Hybrid,Full-time,0.6907807120203825,0.8601544678958963,0.6690571042912539,0.6746310579974851,0.01645618597047948,0.0009518711196916294
B322,1,52.4,9.1,38.5,Hybrid,Not employed,0.7529673494155392,0.753303939711295,0.5727816640989595,0.5778145018564788,0.01734438790692185,0.0007366217315116923
B323,1,64.6,3.5,38.0,Hybrid,Full-time,0.5061382313465228,1.1670008247841668,0.9877979763870319,0.9966537078267163,0.01769197811727807,0.002236285714223311
B324,1,70.1,4.4,41.7,Hybrid,Not employed,0.6472191812266752,0.9328132465069154,0.7382896702879279,0.7451218146627592,0.018254255112937434,0.0012904157574973624
B325,1,59.5,3.7,44.9,Online,Part-time,0.30045998621643266,1.5507679976210131,1.525853924837839,1.5405997429263447,0.019051344791913567,0.005761943772695427
B326,0,63.6,6.5,33.0,Face-to-face,Part-time,0.5635392167606607,-1.2876775616633993,-1.136290715648434,-1.1474444893761504,0.019346580177793483,0.003246848633776506
B327,0,67.7,2.6,44.4,Face-to-face,Full-time,0.3785591105296346,-0.9754122021124776,-0.7804892729824345,-0.7880033499798363,0.018980252858619037,0.001501724910882026
B328,1,65.9,5.8,37.1,Face-to-face,Not employed,0.5609865995543774,1.0752285900747547,0.8846319992645909,0.8919409546733444,0.016321728422416294,0.001650043118252643
B329,0,69.1,8.2,50.9,Hybrid,Part-time,0.815786205781617,-1.8393793903302138,-2.1043942423393824,-2.1180121518720503,0.012817802638657247,0.007280868268317533
B330,0,55.0,5.8,46.5,Hybrid,Not employed,0.6416383757968277,-1.4326288276733117,-1.338087202951211,-1.3508017745898149,0.018736624748707225,0.00435510898443075
B331,0,72.7,2.0,47.3,Hybrid,Full-time,0.508690869351154,-1.192209507854438,-1.0175354616835062,-1.0308933182923323,0.02574721126655961,0.0035107184491463394
B332,1,88.3,10.9,55.0,Face-to-face,Not employed,0.8951094587402331,0.4707637792288888,0.34231827897393347,0.3446899514343303,0.013713850316735336,0.00020650174655809856
B333,0,55.3,3.3,35.7,Face-to-face,Part-time,0.3533544590179344,-0.9337633369445786,-0.7392173379035946,-0.7458409176677342,0.01768250745831234,0.0012516831224189606
