project_id,completion_days,task_complexity,team_size,digital_support,prior_experience_years,predicted_mean,deviance_residual,pearson_residual,leverage,cooks_distance
G221,39.97,3,5,0,4.37,51.96272835382035,-0.25140688121989213,-0.23079481647230782,0.005069559042085178,0.0003486531778845481
G222,109.05,5,3,0,1.27,83.2815262733634,0.2822562707994762,0.3094140427020289,0.026835230911912204,0.0034671242056288536
G223,48.6,4,5,1,2.26,55.77494094579113,-0.13461209880763433,-0.12864094204536422,0.009118689777643837,0.0001964284410150285
G224,137.35,4,8,0,4.56,50.459171072937636,1.200528887702004,1.7220027019758917,0.035242577050960795,0.1435013003775725
G225,85.55,3,3,1,2.98,53.48185673994426,0.5096064352948267,0.5996078897557204,0.019027905219016622,0.009085924615282346
G226,54.93,3,3,0,0.85,61.02344832028163,-0.10338597645386119,-0.09985421158601462,0.012998803756470676,0.00017004253945335798
G227,103.61,4,2,0,3.81,73.64394994883432,0.3619739799834059,0.4069044377981521,0.021783635855412934,0.004817282917784887
G228,17.67,2,7,0,11.21,36.48297788923553,-0.6470130904678525,-0.5156645366601607,0.013107819163094355,0.004573854386580225
G229,112.86,5,6,0,4.48,66.89332302312384,0.5729135151671901,0.6871639036527799,0.02144506466881265,0.013515570813912386
G230,66.12,2,2,0,2.31,54.583729973605685,0.19806340236801306,0.21134997611875841,0.01998993253868116,0.0011882598948695614
G231,43.28,5,7,1,2.53,57.558376350827835,-0.27218118576547173,-0.2480677401982079,0.012041584056236478,0.000970294682290122
G232,68.44,2,2,0,0.39,55.707427705266376,0.21315498622150492,0.2285614830772366,0.02525382089576172,0.001774626175335131
G233,25.48,5,9,1,1.56,51.40431602102461,-0.6285006445927739,-0.5043217773858024,0.01167908492243128,0.0038867362184782403
G234,60.25,5,4,0,4.13,75.95843768026175,-0.2230725500171914,-0.2068030644124699,0.011037194924625817,0.0006168357201293933
G235,52.49,2,7,1,2.46,35.88801346079033,0.40592120904452345,0.4626053363847589,0.014286663580095628,0.004021680902231488
G236,51.03,3,8,0,0.53,44.98023821593004,0.12890122755647299,0.1344982157503871,0.02069901180297894,0.0004990074756148508
G237,56.34,5,8,1,5.85,52.241494780753655,0.07649049148938399,0.07845306181316013,0.018312628589760828,0.0001494792303889213
G238,30.0,4,3,1,8.42,59.10520050765258,-0.609411328283748,-0.49243045041162187,0.010020512918403562,0.00316872201143225
G239,30.91,2,6,1,2.18,38.285121017802894,-0.20661479326983168,-0.19263674298883376,0.007194490262500372,0.00034618377098740273
G240,86.44,4,6,0,1.06,59.24513923711743,0.40312741406660096,0.4590226491668844,0.018751313893846815,0.005244432941982174
G241,30.23,4,9,0,3.46,47.99769360955443,-0.42927865226716844,-0.370178070514988,0.01136268090900052,0.00203603371063078
G242,28.7,2,6,1,1.65,38.50108460874585,-0.28008154221375303,-0.2545664546426687,0.007318649096715061,0.0006151348411204344
G243,45.83,4,7,1,6.44,47.16199505710939,-0.02851333219133944,-0.028242975206974375,0.010050103364839937,1.0454945369710485e-05
G244,46.08,5,8,0,7.46,57.28844110883819,-0.21009807779191755,-0.19564925998848673,0.015671644153122336,0.0007913120292796858
G245,36.89,1,6,0,3.23,36.07187613214263,0.022511147098657324,0.02268038027354963,0.01567684138148633,1.0637525176273517e-05
G246,32.62,3,9,1,5.49,35.966411573772426,-0.09609585755214792,-0.09304268697777769,0.012361779412861137,0.00014021887546060514
G247,50.98,1,4,1,5.15,35.84482051648853,0.374185579316768,0.422241742751908,0.019407330451195037,0.004599044648781
G248,37.21,4,7,1,5.13,47.82229106389211,-0.24084583159711298,-0.22191097138599547,0.007156217305407873,0.00045691562191320573
G249,69.18,5,8,1,1.18,54.89605325264162,0.2405391350480825,0.26019988507408837,0.026323976886571388,0.0024026667012190584
G250,11.84,1,9,1,6.56,25.940437203757234,-0.693901498108642,-0.543569759175644,0.009953036967668338,0.0038345232816120473
G251,59.62,5,2,0,14.82,76.71536878848435,-0.24194818952346886,-0.22284151218276516,0.04473495393798855,0.003111345167077357
G252,78.39,5,7,0,7.67,60.79796495592461,0.2653763956546335,0.2893523665936632,0.022012690316457008,0.0024627342003212846
G253,22.13,1,9,1,2.17,27.17766923947489,-0.19866022793077612,-0.18572855512360412,0.01775074578444697,0.000811124142811359
G254,129.37,4,2,0,2.81,74.42972163646648,0.6088161510470247,0.7381497223901453,0.02839252501925338,0.020944404798121347
G255,39.09,5,9,1,5.88,49.100658878293764,-0.21966081594309866,-0.20388033698503455,0.01627219946909883,0.0008933133701099908
G256,37.4,3,8,0,5.61,42.619308850308066,-0.12785324545822346,-0.12246347937362997,0.010906956020395923,0.0002136973980535779
G257,26.52,3,5,0,10.83,48.5194350143367,-0.5489086797859096,-0.45341490493111114,0.011259058861533531,0.003026114931599133
G258,29.65,2,4,1,6.56,41.344828109965,-0.3150380482297682,-0.28286072634913906,0.007864335016162323,0.0008169998294592909
G259,37.15,4,8,0,4.09,50.71150416765422,-0.2958527048235658,-0.2674246088780833,0.009594941177044005,0.00089407949391201
G260,82.73,4,4,0,5.37,64.02749979290309,0.26769922167641647,0.29210105450923657,0.011869167385878919,0.0013256057574808561
G261,37.88,1,4,1,3.54,36.46258178571363,0.038380639901964914,0.03887322687725115,0.013933352720503132,2.7675855697590956e-05
G262,56.88,1,2,0,2.38,46.585057380405814,0.20653534977508314,0.22099237821105172,0.025876965558612006,0.00170214711153226
G263,48.19,3,5,1,2.54,47.49573215076656,0.014546856268493577,0.014617478619544466,0.0077274625468004565,2.1432689822525194e-06
G264,38.34,4,7,0,1.36,55.523896115318706,-0.3488072647873543,-0.30948649712241233,0.009597333258329193,0.0011977527138176903
G265,18.96,1,2,1,3.71,41.175968443041405,-0.687002266824308,-0.5395372418203761,0.009348725282560075,0.0035441363892696714
G266,53.29,5,7,0,14.69,56.43280171563317,-0.05675981958257483,-0.05569104528018749,0.04605879160233279,0.00020063044557656662
G267,37.54,1,3,1,3.2,38.922845340130365,-0.03595754245518557,-0.035527858460661414,0.0157836855970162,2.62858570139117e-05
G268,43.43,2,2,0,3.37,53.97309590733201,-0.20973989671844737,-0.1953398397867293,0.012380967613265126,0.0006190334537153733
G269,20.78,1,4,1,5.36,35.765018398144186,-0.49798383544270697,-0.41898534012558325,0.008024883724009781,0.0018297494568339046
G270,63.74,3,5,0,15.0,46.4189025192493,0.3347893376635628,0.3731475011406802,0.062326030290019395,0.0126148938611878
G271,62.76,5,6,1,6.86,58.47095291902939,0.07163292780478708,0.07335346641109268,0.016667925555300268,0.00011854389812504443
G272,42.87,3,8,0,2.43,44.08227931501793,-0.02775659056137893,-0.02750037733654421,0.013540404160881446,1.3449530026402741e-05
G273,28.42,4,7,1,7.16,46.80297478653202,-0.4606082971255269,-0.39277364035890056,0.006977503347873578,0.0013951577810789161
G274,39.87,5,6,0,3.99,67.24211077637334,-0.4808483125259446,-0.407067988502095,0.007649036885861695,0.0016450035727753655
G275,48.33,2,5,1,4.66,39.66330544959731,0.2043555325427718,0.2185066134091121,0.009164099917204828,0.0005696030414855299
G276,58.37,4,2,1,5.37,64.9342932614886,-0.10471398120560071,-0.1010913175732025,0.017075936132258888,0.00023084957515171945
G277,66.03,3,2,0,0.72,64.99589855494246,0.01582665272501456,0.015910256924648803,0.018650381401461445,6.26543698354096e-06
G278,32.13,2,5,0,3.13,44.96903633734656,-0.31835711648416465,-0.28550837160554854,0.0066135013141345265,0.0006982153800733023
G279,54.74,5,7,0,0.75,65.43129881589876,-0.17325528201629228,-0.16339731916342368,0.01680916957633764,0.000593358614918161
G280,29.76,1,2,1,9.06,38.90307740276694,-0.25646126675343855,-0.23502195746901622,0.022315543400554857,0.0016481005432298602
G281,63.71,3,2,0,2.33,63.894716279323696,-0.0028937382082869106,-0.002890947641369664,0.015008943377078908,1.652428877303421e-07
G282,57.58,3,3,1,3.09,53.419454773260384,0.07594962806302817,0.07788445697169892,0.01271663230949515,0.00010114556491300318
G283,51.31,2,2,1,4.69,47.7112297789189,0.07361099465286529,0.07542815890005024,0.017700389825010116,0.000133388589880756
G284,58.22,4,5,0,5.3,60.241974860551494,-0.033947266725352025,-0.03356421938742837,0.007768547533697008,1.1361187563579861e-05
G285,25.36,2,7,0,3.89,39.430338615464485,-0.4111495724380353,-0.3568404205878702,0.007348459749981235,0.0012136893536012134
G286,32.48,4,8,0,4.59,50.44310740077166,-0.4101592821069603,-0.3561062814400857,0.008333939145080066,0.0013735215338246266
G287,51.35,3,5,0,7.81,50.099787435970434,0.024749843807972915,0.024954448472009783,0.010617914989826399,8.63304272289635e-06
G288,39.36,4,3,0,1.81,70.7238216065976,-0.5339726492647129,-0.44346898815874747,0.007859219329012214,0.0020068554658999953
G289,17.68,2,2,1,0.89,49.67478877176505,-0.8820186276729435,-0.644085049234286,0.007160637115604189,0.0038515621165417175
G290,18.23,4,8,1,4.98,45.03309347756388,-0.7863109416075561,-0.5951865929645175,0.004607444813541237,0.0021053990584437945
G291,16.06,2,8,1,4.6,32.983404262798246,-0.6427820164719829,-0.5130884649734605,0.005389813349856696,0.0018331972678602775
G292,22.49,3,7,1,3.53,41.54429263355402,-0.5568470466426148,-0.45865006781134765,0.004009319232266132,0.0010866252453962276
G293,18.7,1,5,0,3.22,38.37115036325632,-0.6420711274426663,-0.5126546944001226,0.007070257303069456,0.0024088227010563815
G294,71.42,3,6,0,4.43,48.823104520915116,0.4060978194301469,0.462832007526369,0.01031402641770182,0.0028829489931643413
G295,51.44,2,2,0,0.1,55.879152193154546,-0.08164890645642942,-0.07944201046232705,0.019695820055854494,0.00016531398344888908
G296,46.0,3,8,1,4.36,38.71645965528376,0.1774744590025765,0.18812516458286846,0.011312980357811843,0.000523491860104776
G297,61.78,2,8,0,3.29,37.30835527082005,0.5505759761456057,0.6559293367810275,0.02528832480607803,0.014636546424383019
G298,14.21,2,8,0,4.14,36.97329715291856,-0.8253259197551203,-0.6156685745058497,0.0056666990240357455,0.0027766230818841954
G299,58.35,5,4,0,1.03,78.49914334798297,-0.28266081023377726,-0.2566797864106971,0.013799228296089861,0.0011947147930231668
G300,52.3,5,9,1,2.85,50.70532390208577,0.031126096168967186,0.031449874987360585,0.021908837969046656,2.895044876217819e-05
G301,54.98,1,9,0,6.88,28.838636626936037,0.7227955568286344,0.9064701536079984,0.05239061632125042,0.06127151226514231
G302,29.22,1,8,1,7.01,27.459529556891887,0.06279042499493062,0.06411145680630434,0.01971995739479925,0.00010780371329344011
G303,34.65,4,5,0,8.65,58.13771740564165,-0.47647778479952235,-0.4040013687115005,0.00810095399767177,0.0017176064915892953
G304,31.68,3,3,0,8.65,56.17512462722448,-0.5229515358727829,-0.4360493152400282,0.009052571189511131,0.002240261499097378
G305,80.13,4,7,1,0.66,50.14573963567364,0.508380904287225,0.5979423293418844,0.023120429625498165,0.01107106045741412
G306,51.52,1,3,0,1.99,43.97990373918592,0.1625228779113041,0.17144412833482137,0.021632464435060464,0.0008489926733531618
G307,36.87,4,7,0,4.13,53.915311033382395,-0.3573977025497829,-0.31614973013562997,0.00683237239689653,0.0008848483164005003
G308,60.01,5,4,1,2.73,69.11250850493855,-0.13797724688575969,-0.13170565939287407,0.015292503229377316,0.0003496469509084461
G309,28.14,4,9,0,5.53,46.954700580943495,-0.4717887002666476,-0.40069897897675905,0.010526166042251772,0.0022062505906188484
G310,29.02,2,6,1,3.15,37.89299942358926,-0.25542828358516556,-0.2341593317647379,0.005949231486223518,0.0004219135333839947
G311,70.28,1,6,0,8.36,34.16039755864729,0.8196741414699695,1.0573531054298129,0.041958985005975544,0.06532112246431153
G312,40.22,2,3,1,2.51,45.907002286996935,-0.12940126033135566,-0.12388093327121401,0.011397432922402684,0.00022873324605621838
G313,71.24,4,5,1,1.75,56.07765863942936,0.2492555903307131,0.270381141589062,0.014427332217820438,0.001387772585992126
G314,41.45,2,5,0,5.63,43.791546188890145,-0.05445418019126785,-0.05347027891616645,0.008636066023348458,3.2109341690000737e-05
G315,41.2,4,8,1,1.74,46.60859160753802,-0.12086218748444447,-0.11604280286090604,0.012582701709542387,0.00022210873461896288
G316,16.29,1,2,0,10.55,42.71579421121832,-0.8311138147254107,-0.6186422305658125,0.01303526828610786,0.006545647467473248
G317,15.93,1,6,1,2.85,32.46742580965404,-0.6366769853138659,-0.5093543881984235,0.006145599044261212,0.002063077653944895
G318,37.64,3,8,1,8.21,37.16633636520686,0.012690685129146256,0.012744426303921618,0.014572571868522597,3.1151880855726876e-06
G319,62.06,5,5,0,0.75,74.02280392603423,-0.17124156736621804,-0.16160971067764215,0.015250753347954392,0.0005249665930270084
G320,23.33,5,6,0,2.69,68.17630418137935,-0.9105580489318993,-0.6577989921845602,0.004869585828577608,0.002719413266389596
